canonical_id,profile_key,unique_identifier,specific_task_group_title,chapter_title,display_name,theme,shadow_index,shadow_text
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,2,tendency toward overconfidence in unproven ideas ignoring market feedback or customer needs
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,3,risk of entrepreneurial tunnel vision where business obsession damages relationships and wellbeing
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,4,difficulty accepting when ventures need pivoting or closing despite contrary evidence
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,5,possible development of hustle culture mentality sacrificing health for perpetual business building
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,6,challenge maintaining ethical integrity when facing pressure to compromise values for growth
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,1,potential for spiritual bypassing where transcendent connection avoids necessary earthly emotional work
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,2,tendency toward naive optimism ignoring real emotional limitations and necessary boundaries
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,3,risk of overwhelm where connection to infinite feeling floods system beyond integration capacity
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,4,difficulty discerning between divine abundance and compulsive emotional over-giving from ego
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,5,possible development of savior complex believing one must be infinite emotional source for all
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,6,challenge maintaining grounding when channeling intense emotional and spiritual energies continuously
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,1,potential for reckless innovation where novelty trumps viability leading to catastrophic experimental failures
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,2,tendency toward idea addiction constantly generating concepts without adequate implementation follow-through
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,3,risk of contrarian posturing where disagreeing becomes identity rather than genuine insight
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,4,difficulty accepting when conventional proven approaches would serve better than risky innovation
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,5,possible development of crisis dependency needing pressure situations to activate creative thinking
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,6,challenge maintaining relationships when constant disruption prevents stability and predictable collaboration
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,1,potential for mechanical rigidity where energy management becomes inflexible routine preventing spontaneous vital responses
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,2,tendency toward vitality hoarding conserving energy excessively when situations demand courageous expenditure
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,3,risk of authoritarian control where managing others' energy becomes domination rather than supportive leadership
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,4,difficulty accepting when pushing through exhaustion serves better than strategic withdrawal from demands
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,5,possible development of performance dependency needing external validation to justify energy investment
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,6,challenge maintaining relationships when constant energy discipline prevents vulnerable authentic connection
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,1,Primary shadow aspect for chapter 79
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,2,Secondary shadow tendency
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,3,Tertiary shadow pattern
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",1,withdrawing too long and missing timely opportunities to circulate value
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",2,rigidity that confuses containment with control
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",3,scarcity reflex—over-protecting resources and stalling momentum
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",4,over-personalizing stewardship instead of distributing roles
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",5,using isolation to avoid relational repair or hard conversations
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",6,mistaking quiet for clarity—silence without reflection becomes stagnation
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,1,flash without follow-through—strong start that fizzles
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,2,overexposure that drains energy or centers self excessively
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,3,performative radiance that masks insecurity or avoids depth
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,4,impatience with incubation; pushing visibility before readiness
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,5,dominating the spotlight instead of distributing shine
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,6,confusing novelty with originality; chasing attention currents
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",1,provokes change prematurely without sufficient scaffolding
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",2,confuses novelty for progress and burns cycles on distraction
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",3,over-indexes on risk and underestimates stabilization needs
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",4,disrupts relationships with blunt delivery of hard truths
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",5,fatigues teams by stacking too many shifts at once
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",6,abandons viable paths too quickly after initial friction
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",1,"becomes trapped in analysis paralysis, delaying decisive action"
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",2,"over-identifies with flaws, eroding self-confidence"
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",3,introspection turns to isolation and emotional detachment
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",4,uses reflection to avoid confrontation or accountability
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",5,"confuses awareness with resolution, halting forward motion"
EA-083,personality_profile_83,STG 3.1.1.3,Introspection,The Ordinary World — Introspection,Reflective Architect,"Exploring the inner landscape to align motivation, mastery, and moral purpose—transforming doubt into deliberate understanding.",6,intellectualizes emotion instead of integrating it authentically
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,1,"numbing, avoidance, or spiritual bypass to dodge difficult feelings"
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,2,catastrophizing setbacks and over-identifying with the wound
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,3,reopening conflict before safety and skills are in place
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,4,misusing power to control outcomes instead of co-creating repair
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,5,"rushing healing to reclaim normalcy, causing re-injury"
EA-084,personality_profile_84,STG 3.1.2.1,Trauma,Immediate Reaction — Trauma,Wounded Healer,Facing sudden harm and old scars to begin true healing—transforming pain into resilient strength and relational repair.,6,isolating rather than leaning on trusted community
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",1,coldness mistaken for strength when avoiding emotional closure
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",2,severing prematurely out of fear instead of necessity
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",3,using independence as a defense against vulnerability
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",4,confusing liberation with rejection or superiority
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",5,becoming addicted to cutting ties as control
EA-085,personality_profile_85,STG 3.1.2.2,Severing Ties,Reaction — Severing Ties,Liberated Strategist,"Releasing the past to reclaim power—cutting what no longer serves, creating space for disciplined freedom and forward motion.",6,ignoring emotional repair in the pursuit of efficiency
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",1,"denies or numbs feelings of emptiness, prolonging disengagement"
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",2,waits for inspiration instead of cultivating it intentionally
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",3,confuses rest with avoidance and self-protection with indifference
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",4,projects stagnation outward as blame or cynicism
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",5,neglects supportive relationships during withdrawal
EA-086,personality_profile_86,STG 3.1.2.3,Apathy,The Call to Adventure — Apathy,Rekindled Seeker,"Reigniting purpose through conscious reengagement—transforming numbness and doubt into renewed curiosity, vitality, and drive.",6,uses isolation as comfort rather than restoration
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",1,idea churn without commit-or-kill gates
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",2,over-optimism about untested concepts and timelines
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",3,prototype sprawl that diffuses focus and resources
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",4,"neglecting documentation, causing rework later"
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",5,treating cleverness as a substitute for stakeholder alignment
EA-087,personality_profile_87,STG 3.1.3.1,Ingenuity,Action — Ingenuity,Resourceful Alchemist,"Turning constraints into catalysts through rapid ideation, prototyping, and adaptive problem-solving when stakes are high.",6,difficulty stopping iteration when ‘good enough’ is reached
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,1,analysis paralysis during high-stakes choices
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,2,attachment to certainty that blocks timely action
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,3,rationalizing moral compromise as pragmatism
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,4,discounting intuition in favor of excessive logic
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,5,fear of judgment from others distorting clarity
EA-088,personality_profile_88,STG 3.1.3.2,Judgement,Consequence — Judgement,Discerning Arbiter,Balancing intuition and logic to choose wisely under pressure—aligning decisions with higher values through disciplined discernment.,6,retrospective guilt over decisions delayed or avoided
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",1,mistaking suppression for regulation; feelings go underground
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",2,overemphasis on calm that sidelines urgent truths
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",3,conflict avoidance that defers necessary decisions
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",4,tone-policing others instead of addressing root issues
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",5,dependence on ritual without adapting to the moment
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",6,fatigue from over-holding others’ emotions
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",1,"detaches too quickly, risking emotional distance"
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",2,perfectionism disguised as selectivity
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",3,over-pruning leading to isolation or rigidity
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",4,inability to rest after decisive elimination
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",5,frustration toward those who can’t match focus
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",6,confusing control with clarity
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,1,mistaking recklessness for courage
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,2,seeking validation through danger
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,3,ignoring intuition in pursuit of appearing fearless
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,4,failing to prepare before leaping
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,5,resisting support out of pride
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,6,self-criticism when courage wavers
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,1,over-giving that depletes core capacity
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,2,confusing generosity with lack of boundaries
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,3,performative giving to win approval or avoid conflict
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,4,uneven distribution that fosters dependence or resentment
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,5,neglecting replenishment rituals after large contributions
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,6,avoiding hard tradeoffs by masking them with positivity
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",1,rigidity in teaching methods
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",2,attachment to hierarchy over authenticity
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",3,intellectual elitism masking insecurity
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",4,resistance to student innovation
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",5,dogmatism that stifles new insight
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",6,performing mentorship for validation
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",1,obsessing over perfection before acting
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",2,confusing planning with progress
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",3,micromanaging collaborators
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",4,rigidity when adaptation is required
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",5,fear of delegation undermining leadership flow
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",6,fixation on metrics over meaning
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",1,"self-isolates to hide struggle, compounding stress"
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",2,confuses suppression with regulation
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",3,catastrophizes setbacks into identity judgments
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",4,overfunctions for others while neglecting self-care
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",5,lets perfectionism stall needed movement
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",6,uses work intensity to avoid grief or fear
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",1,shifts too often—chasing novelty over depth
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",2,analysis spirals that delay decisive action
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",3,"dismisses slow thinkers, weakening team cohesion"
