canonical_id,profile_key,unique_identifier,specific_task_group_title,chapter_title,display_name,theme,strength_index,strength_text
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",6,holds compassionate presence while maintaining boundaries
EA-089,personality_profile_89,STG 3.1.3.3,Calming Guidance,Refusal of the Call — Calming Guidance,Serene Navigator,"Transforming turmoil into steady leadership—regulating emotion to restore clarity, confidence, and direction for self and others.",7,teaches practical regulation tools to uplift group resilience
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",1,filters tasks and commitments with precision and resolve
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",2,recognizes distraction as the enemy of depth
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",3,executes difficult cuts without emotional reactivity
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",4,prioritizes essentials and delegates the rest effectively
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",5,maintains mental clarity under mounting pressure
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",6,values quality of focus over quantity of effort
EA-090,personality_profile_90,STG 3.1.4.1,Removal,Pressure — Removal,Essentialist Commander,"Cutting through chaos to restore clarity—leadership through simplicity, focus, and disciplined elimination of the nonessential.",7,transforms constraint into concentrated power
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,1,acts decisively even amid uncertainty
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,2,reframes fear as fuel for meaningful action
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,3,balances caution with bold initiative
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,4,encourages others to face their own fears through example
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,5,maintains integrity under pressure
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,6,uses vulnerability as a bridge to authentic connection
EA-091,personality_profile_91,STG 3.1.4.2,Courage,Pinch — Courage,Valiant Catalyst,Facing fear as initiation—transforming paralysis into momentum through deliberate risk and faith in purpose.,7,demonstrates moral bravery against authority or convention
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,1,cultivates communities of mutual aid and shared learning
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,2,"redirects surplus time, talent, and tools to where they matter most"
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,3,"designs repeatable rituals of gratitude, celebration, and giving"
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,4,amplifies individual wins into collective momentum
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,5,creates transparent resource flows that build trust
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,6,teaches others to contribute without depleting themselves
EA-092,personality_profile_92,STG 3.1.4.3,Abundance,"Allies, Mentors, and Helpers — Abundance",Abundance Weaver,Multiplying good by sharing it—transforming scarcity reflex into generous flow that strengthens community and sustains power.,7,balances warmth and structure so generosity endures
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",1,articulates complex truths in accessible forms
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",2,creates structured systems for learning and mastery
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",3,mentors others with patience and humility
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",4,bridges intuitive insight with disciplined method
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",5,honors tradition while updating it for new contexts
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",6,builds lasting institutions of wisdom and integrity
EA-093,personality_profile_93,MAT 3.1,Illumination,The Crossing of the Threshold — Illumination,Hierophant of Insight,"Passing from knowledge to wisdom—translating personal enlightenment into collective illumination through shared ritual, discipline, and teaching.",7,guides collective growth through ritual and reflection
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",1,"crafts clear, achievable goals anchored in long-term vision"
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",2,translates ambition into measurable objectives
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",3,synchronizes effort across allies and systems
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",4,maintains focus amid external complexity and internal doubt
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",5,balances optimism with tactical realism
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",6,prioritizes effectively under pressure
EA-094,personality_profile_94,STG 3.2.1.1,Goal Setting,Push — Goal Setting,Strategic Pathfinder,"Turning intention into architecture—directing purpose through defined objectives, milestones, and disciplined pursuit.",7,instills strategic discipline in followers
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",1,names difficult emotions clearly and without shame
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",2,"uses breath, pacing, and reframing to reduce overwhelm"
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",3,translates distress signals into prioritized action
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",4,models vulnerability that strengthens collective trust
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",5,sustains duty under pressure without hardening the heart
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",6,tracks emotional triggers to anticipate and prepare
EA-095,personality_profile_95,STG 3.2.1.2,Focused Anguish,New World (Set-up) — Focused Anguish,Anguish Alchemist,"Transmuting pain into precision—acknowledging, regulating, and channeling intense emotion into deliberate, values-led action.",7,creates rituals that convert rumination into decisive steps
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",1,rapidly reframes problems to reveal new solution paths
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",2,spots cognitive bias and switches to deliberate reasoning
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",3,prototypes options quickly and iterates from feedback
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",4,keeps attention fluid—zooms from detail to big picture
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",5,stays calm and cognitively flexible under time pressure
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",6,uses visualization and rehearsal to accelerate learning
EA-096,personality_profile_96,STG 3.2.1.3,Mental Agility,Fun and Games (Event/Conflict) — Mental Agility,Adaptive Tactician,"Training the mind to pivot—reframing obstacles, shifting strategies in real time, and staying lucid under evolving pressure.",7,blends creative insight with analytic rigor
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,1,recognizes incremental progress as foundation for mastery
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,2,maintains optimism through disciplined reflection
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,3,anchors purpose in perseverance rather than outcomes
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,4,transforms adversity into a narrative of meaning
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,5,sustains motivation through ritualized acknowledgment of success
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,6,mentors others to recognize their growth cycles
EA-097,personality_profile_97,STG 3.2.2.1,Triumph,Old World Contrast (Resolution) — Triumph,Conscious Victor,The disciplined celebration of growth—transforming small victories into sustainable confidence and renewed purpose.,7,balances ambition with gratitude
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,1,creates distraction-free environments on demand
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,2,sustains deep work through clear goals and time boxing
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,3,prioritizes the ‘one thing’ amid rising complexity
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,4,uses immediate feedback to maintain immersion
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,5,designs rituals that protect cognitive energy
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,6,translates focus bursts into tangible outcomes
EA-098,personality_profile_98,STG 3.2.2.2,Focus,Build-up (Set-up) — Focus,Clarity Warden,Guarding attention as sacred fuel—eliminating distraction to enter deep concentration and execute with precision.,7,"models calm, steady presence under pressure"
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",1,sustains long-term effort through purpose clarity
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",2,sets stretch goals tied to values and service
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",3,balances personal advancement with communal welfare
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",4,"translates inspiration into consistent, craftlike practice"
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",5,recovers quickly from setbacks with lesson-focused reviews
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",6,models self-advocacy without losing humility
EA-099,personality_profile_99,STG 3.2.2.3,Ambition,The Road of Trials — Ambition,Purposeful Builder,"Harnessing intrinsic drive to pursue a long arc of service—clarifying devotion, setting stretch aims, and sustaining momentum through trials.",7,builds systems that compound motivation over time
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,1,recognizes and cultivates innate abilities
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,2,anchors identity in purpose and relationships
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,3,draws stability from consistent rituals and values
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,4,resists temptation through loyalty to one’s foundation
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,5,translates personal strength into communal resilience
EA-100,personality_profile_100,STG 3.2.3.1,Home Advantage,Midpoint — Home Advantage,Rooted Champion,Staying grounded in one’s core strengths while navigating temptation and transformation—stability as power.,6,adapts old strengths to new challenges without losing balance
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,1,builds trust through authenticity and empathy
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,2,listens deeply before responding or judging
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,3,values differing perspectives as complementary truths
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,4,creates inclusive environments of mutual safety
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,5,"resolves conflict through understanding, not dominance"
EA-101,personality_profile_101,STG 3.2.3.2,Mutual Respect,Reversal (Resolution) — Mutual Respect,Bridgekeeper,Mutual trust and empathic communication forge alliances stronger than individual will—unity through understanding.,6,communicates needs clearly and compassionately
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,1,systematic evaluation of complex choices
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,2,patience in decision-making under uncertainty
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,3,capacity to integrate logic and intuition
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,4,values-based prioritization of multiple paths
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,5,strategic pattern recognition
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,6,calm discernment amid emotional fog
EA-102,personality_profile_102,STG 3.2.3.3,Known Options,Reaction (Set-Up) — Known Options,The Deliberate Navigator,Strategic discernment through choice and clarity—balancing intuition with analysis when multiple paths emerge.,7,transforming indecision into structured clarity
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,1,highly creative and visionary thinker
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,2,translates abstract ideas into vivid imagery
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,3,comfortable navigating the unknown
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,4,uses intuition as a guide to innovation
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,5,inspires others through imaginative storytelling
EA-103,personality_profile_103,MAT 3.2,Imagination,The Supreme Ordeal — Imagination,The Visionary Knight,The creative mind as a divine tool—imagination bridges mortal limits with infinite potential.,6,connects seemingly unrelated concepts into coherence
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,1,strategic and long-term thinker
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,2,creates systems that sustain others’ success
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,3,balances vision with practicality
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,4,influences without domination
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,5,leads through service and example
EA-104,personality_profile_104,STG 3.2.4.1,Empire,Action (Conflict) — Empire,The Architect King,Leadership through stewardship—expanding power by empowering others.,6,turns chaos into organized growth
EA-105,personality_profile_105,STG 3.2.4.2,Surrender,Dedication (Resolution) — Surrender,The Tranquil Warrior,Power through release—mastery in letting go of control and trusting the flow of divine purpose.,1,embraces acceptance and equanimity under stress
EA-105,personality_profile_105,STG 3.2.4.2,Surrender,Dedication (Resolution) — Surrender,The Tranquil Warrior,Power through release—mastery in letting go of control and trusting the flow of divine purpose.,2,lets go of the need to control outcomes
EA-105,personality_profile_105,STG 3.2.4.2,Surrender,Dedication (Resolution) — Surrender,The Tranquil Warrior,Power through release—mastery in letting go of control and trusting the flow of divine purpose.,3,trusts intuitive and divine timing
EA-105,personality_profile_105,STG 3.2.4.2,Surrender,Dedication (Resolution) — Surrender,The Tranquil Warrior,Power through release—mastery in letting go of control and trusting the flow of divine purpose.,4,sees opportunity in perceived loss
EA-105,personality_profile_105,STG 3.2.4.2,Surrender,Dedication (Resolution) — Surrender,The Tranquil Warrior,Power through release—mastery in letting go of control and trusting the flow of divine purpose.,5,channels calm presence that inspires others
EA-106,personality_profile_106,STG 3.2.4.3,Conception,Atonement with the Father — Conception,The Luminary Architect,Creation reborn from surrender—the divine spark that turns vision into genesis.,1,highly visionary and innovative thinker
EA-106,personality_profile_106,STG 3.2.4.3,Conception,Atonement with the Father — Conception,The Luminary Architect,Creation reborn from surrender—the divine spark that turns vision into genesis.,2,transforms insight into practical creation
EA-106,personality_profile_106,STG 3.2.4.3,Conception,Atonement with the Father — Conception,The Luminary Architect,Creation reborn from surrender—the divine spark that turns vision into genesis.,3,balances emotional depth with inventive clarity
EA-106,personality_profile_106,STG 3.2.4.3,Conception,Atonement with the Father — Conception,The Luminary Architect,Creation reborn from surrender—the divine spark that turns vision into genesis.,4,inspires others through pure creative energy
EA-106,personality_profile_106,STG 3.2.4.3,Conception,Atonement with the Father — Conception,The Luminary Architect,Creation reborn from surrender—the divine spark that turns vision into genesis.,5,bridges imagination and real-world impact
EA-107,personality_profile_107,STG 3.2.5.1,Domestic Bliss,Trials (Set-Up) — Domestic Bliss,The Hearthkeeper,Peace born of simplicity—finding sacred renewal in the warmth of everyday life.,1,creates emotional and physical sanctuary for self and others
EA-107,personality_profile_107,STG 3.2.5.1,Domestic Bliss,Trials (Set-Up) — Domestic Bliss,The Hearthkeeper,Peace born of simplicity—finding sacred renewal in the warmth of everyday life.,2,values gratitude and shared joy as sources of renewal
EA-107,personality_profile_107,STG 3.2.5.1,Domestic Bliss,Trials (Set-Up) — Domestic Bliss,The Hearthkeeper,Peace born of simplicity—finding sacred renewal in the warmth of everyday life.,3,finds peace through simplicity and presence
EA-107,personality_profile_107,STG 3.2.5.1,Domestic Bliss,Trials (Set-Up) — Domestic Bliss,The Hearthkeeper,Peace born of simplicity—finding sacred renewal in the warmth of everyday life.,4,brings healing energy to collective spaces
EA-107,personality_profile_107,STG 3.2.5.1,Domestic Bliss,Trials (Set-Up) — Domestic Bliss,The Hearthkeeper,Peace born of simplicity—finding sacred renewal in the warmth of everyday life.,5,balances productivity with rest and restoration
EA-108,personality_profile_108,STG 3.2.5.2,Rally Supporters,Pinch (Event/Conflict) — Rally Supporters,The Flamebearer,Unity through passion—igniting collective will in times of despair.,1,inspires enthusiasm and confidence in others
EA-108,personality_profile_108,STG 3.2.5.2,Rally Supporters,Pinch (Event/Conflict) — Rally Supporters,The Flamebearer,Unity through passion—igniting collective will in times of despair.,2,mobilizes groups toward shared goals
EA-108,personality_profile_108,STG 3.2.5.2,Rally Supporters,Pinch (Event/Conflict) — Rally Supporters,The Flamebearer,Unity through passion—igniting collective will in times of despair.,3,maintains optimism under pressure
EA-108,personality_profile_108,STG 3.2.5.2,Rally Supporters,Pinch (Event/Conflict) — Rally Supporters,The Flamebearer,Unity through passion—igniting collective will in times of despair.,4,values recognition and celebration of progress
EA-108,personality_profile_108,STG 3.2.5.2,Rally Supporters,Pinch (Event/Conflict) — Rally Supporters,The Flamebearer,Unity through passion—igniting collective will in times of despair.,5,uses narrative and ritual to unify diverse voices
EA-109,personality_profile_109,STG 3.2.5.3,Distribute Load,The Abyss — Distribute Load,The Burden Weaver,Strength through sharing—true power emerges when leadership becomes collective.,1,empowers others through trust and clear delegation
EA-109,personality_profile_109,STG 3.2.5.3,Distribute Load,The Abyss — Distribute Load,The Burden Weaver,Strength through sharing—true power emerges when leadership becomes collective.,2,balances leadership authority with shared ownership
EA-109,personality_profile_109,STG 3.2.5.3,Distribute Load,The Abyss — Distribute Load,The Burden Weaver,Strength through sharing—true power emerges when leadership becomes collective.,3,builds resilient systems that prevent burnout
EA-109,personality_profile_109,STG 3.2.5.3,Distribute Load,The Abyss — Distribute Load,The Burden Weaver,Strength through sharing—true power emerges when leadership becomes collective.,4,values structure and shared accountability
EA-109,personality_profile_109,STG 3.2.5.3,Distribute Load,The Abyss — Distribute Load,The Burden Weaver,Strength through sharing—true power emerges when leadership becomes collective.,5,fosters autonomy in others through support and guidance
EA-110,personality_profile_110,STG 3.2.6.1,Resiliency,The Ultimate Boon — Resiliency,The Unbroken Sentinel,"Endure, adapt, and rise—where suffering becomes the forge of strength.",1,reframes adversity into growth fuel
