canonical_id,profile_key,unique_identifier,specific_task_group_title,chapter_title,display_name,theme,growth_index,growth_text
EA-059,personality_profile_59,STG 2.2.2.3,Loyalty,Bonds Forged in Fire,Keeper of Sacred Bonds,Standing Together Through Every Trial With Unwavering Loyalty,6,transform loyalty from reactive allegiance into conscious covenant aligned with purpose
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,1,balance resilient endurance with wisdom about when continuation serves versus harms
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,2,"recognize difference between backbone and brittleness, strength and stubbornness"
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,3,integrate fortitude with self-compassion that allows rest without shame
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,4,develop capacity to ask for support while maintaining leadership presence
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,5,maintain vigilance without requiring constant crisis to feel purposeful
EA-060,personality_profile_60,STG 2.2.3.1,Backbone,The Wounded Defender's Stand,Wounded Defender,Standing Firm When the Storm Hits Through Battle-Tested Backbone,6,transform resilience from reactive endurance into proactive sustainable strength
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,1,balance magnetic charisma with genuine service prioritizing others' growth over own glory
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,2,recognize difference between inspiring leadership and attention-seeking performance
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,3,integrate passionate vision with humility that elevates rather than diminishes others
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,4,develop capacity to share authority and celebrate when others' visions shine
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,5,maintain magnetic presence without requiring constant admiration for validation
EA-061,personality_profile_61,STG 2.2.3.2,Steady Force,The Crowned Vision,Inspirational Sovereign,Leading Through Magnetic Vision and Passionate Purpose,6,transform leadership from charismatic attraction into sustained empowerment of others
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,1,balance passionate action with strategic preparation ensuring sustainability
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,2,recognize difference between decisive momentum and impulsive rushing
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,3,integrate adventurous spirit with commitment to complete what's started
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,4,develop capacity to sustain effort through routine phases following exciting launches
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,5,maintain bold energy without requiring constant novelty to stay engaged
EA-062,personality_profile_62,STG 2.2.3.3,Resolve,The Passionate Charge,Adventurous Spirit,Charging Forward With Passionate Action and Bold Momentum,6,transform passion from reactive enthusiasm into disciplined sustained pursuit
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,1,balance strategic foresight with tactical engagement ensuring vision serves action
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,2,recognize difference between expansive planning and avoidance of present challenges
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,3,integrate horizon-gazing with present-moment execution maintaining both perspectives
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,4,develop capacity to inspire without overwhelming others with distant complexity
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,5,maintain strategic vision without creating rigidity that prevents adaptive response
EA-063,personality_profile_63,MAT 2.2,Strong Leadership,The Strategic Horizon,Visionary Strategist,Leading Through Expanded Vision and Strategic Foresight,6,transform foresight from theoretical exercise into actionable strategic guidance
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,1,balance celebration with recognition that journey continues beyond milestone
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,2,ensure acknowledgment addresses real contributions not just performative gestures
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,3,integrate gratitude practice with ongoing commitment to transformational goals
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,4,develop capacity to celebrate inclusively honoring all contributors not just visible leaders
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,5,maintain abundance mindset without losing connection to real constraints and challenges
EA-064,personality_profile_64,MAT 2.3,Energy,The Abundance Realization,Abundant Celebrant,Recognizing Achievement and Celebrating Collective Prosperity,6,transform celebration from endpoint into renewal practice fueling sustained effort
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,1,balance challenge with support ensuring conflict strengthens rather than fractures bonds
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,2,recognize when continued debate becomes counterproductive and decisive action needed
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,3,integrate competitive energy with collaborative commitment maintaining both perspectives
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,4,develop sensitivity to psychological safety needs varying across individuals and contexts
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,5,maintain focus on shared goals preventing competition from becoming divisive tribalism
EA-065,personality_profile_65,MAT 2.4,Constructive Conflict,The Constructive Conflict,Constructive Challenger,Engaging Healthy Competition and Transforming Conflict into Growth,6,transform conflict facilitation from intellectual exercise into relationship-building practice
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,1,balance accepting recognition with remembering contributions of team and context
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,2,recognize difference between success validating approach versus success validating ego
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,3,integrate public visibility with private reflection maintaining grounded self-awareness
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,4,develop capacity to inspire through achievement without requiring constant spotlight
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,5,maintain focus on impact over recognition ensuring visible success serves actual transformation
EA-066,personality_profile_66,MAT 2.5,Public Victory,The Public Victory,Triumphant Leader,Celebrating Success and Inspiring Through Visible Achievement,6,transform recognition from ego-feeding to mission-advancing strategic opportunity
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,1,balance defending position with openness to valid critique and evolving understanding
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,2,recognize difference between defending principles versus protecting ego or status
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,3,integrate resilience with adaptability ensuring defense serves mission not rigidity
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,4,develop discernment about which challenges merit standing ground versus strategic evolution
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,5,maintain relationships while defending position preventing defense from creating isolation
EA-067,personality_profile_67,MAT 2.6,Defended Position,The Defended Position,Resilient Defender,Standing Ground and Protecting Hard-Won Gains Under Pressure,6,transform defensive moments from battles into dialogues about values and commitment
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,1,balance swift action with adequate preparation ensuring velocity serves effectiveness
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,2,recognize when speed advances mission versus when it creates chaos or errors
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,3,integrate rapid execution with sustained capacity preventing burnout in self and others
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,4,develop discernment about when to accelerate versus when to maintain steady pace
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,5,maintain relationships and thoroughness while moving quickly preventing damage from haste
EA-068,personality_profile_68,MAT 2.7,Accelerated Momentum,The Accelerated Momentum,Swift Executor,Seizing Opportunities and Accelerating Progress Through Rapid Action,6,transform swift action from reactive scrambling into strategic acceleration
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,1,balance perseverance with wisdom about genuine limits requiring recovery not just pushing through
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,2,recognize difference between battle-tested resilience and harmful martyrdom or burnout patterns
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,3,integrate endurance with strategic rest ensuring final push draws on reserves not destroying them
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,4,develop discernment about when near completion warrants pushing versus when withdrawal needed
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,5,maintain protective vigilance without creating rigid defensive posture that never softens
EA-069,personality_profile_69,MAT 2.8,Weary Perseverance,The Weary Perseverance,Enduring Guardian,Maintaining Vigilance and Pushing Through Exhaustion Toward Completion,6,transform exhaustion from weakness to acknowledged reality requiring wise management not denial
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,1,balance commitment to completion with wise delegation enabling sustainable achievement
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,2,recognize when carrying burden alone serves mission versus when it reflects control needs
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,3,integrate responsibility acceptance with burden distribution preventing martyrdom patterns
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,4,develop discernment about when to persist carrying load versus when to share it strategically
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,5,maintain completion discipline without sacrificing wellbeing or creating unsustainable patterns
EA-070,personality_profile_70,MAT 2.9,Burdensome Completion,The Burdensome Completion,Responsible Completer,Carrying Heavy Responsibility Through to Completion and Knowing When to Delegate,6,transform burden-bearing from solitary struggle into coordinated completion through delegation
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,1,balance exploratory enthusiasm with sustained commitment enabling depth alongside breadth
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,2,recognize when beginner's mind serves discovery versus when it ignores accumulated wisdom
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,3,integrate curiosity with competence ensuring exploration builds on rather than replaces expertise
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,4,develop discernment about which new territories warrant exploration versus distraction
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,5,maintain fresh perspective without losing valuable pattern recognition from experience
EA-071,personality_profile_71,MAT 2.10,Enthusiastic Explorer,The Enthusiastic Explorer,Curious Messenger,Exploring New Possibilities with Enthusiastic Energy and Fresh Perspective,6,transform curiosity from escape mechanism into deliberate practice renewing expertise
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,1,balance passionate action with strategic pause ensuring boldness serves effectiveness
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,2,recognize when forward momentum advances mission versus when it's reactive restlessness
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,3,integrate adventurous energy with sustainable pace preventing burnout in self and others
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,4,develop discernment about when to charge versus when to observe and prepare
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,5,maintain passionate intensity without sacrificing relationships or creating unnecessary chaos
EA-072,personality_profile_72,MAT 2.11,Passionate Adventurer,The Passionate Adventurer,Bold Pioneer,Pursuing Goals with Passionate Energy and Adventurous Spirit,6,transform enthusiasm from impulsive reactivity into channeled purposeful transformative force
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,1,balance magnetic presence with authentic vulnerability ensuring charisma serves connection
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,2,recognize when influence flowing from genuine self-possession versus manufactured persona
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,3,integrate confident authority with warmth preventing charisma from becoming cold dominance
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,4,develop awareness of when seeking influence for service versus personal validation
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,5,maintain authentic presence under pressure preventing defensive retreat into performance
EA-073,personality_profile_73,MAT 2.12,Charismatic Presence,The Charismatic Presence,Magnetic Leader,Leading Through Confident Presence and Authentic Charismatic Influence,6,transform charisma from attention-seeking into presence-based leadership inspiring collective growth
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,1,balance visionary leadership with collaborative input ensuring inspiration enables not replaces others' agency
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,2,recognize when authority serving transformation versus when serving ego needs for validation
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,3,integrate compelling vision with flexible execution adapting approach while maintaining purpose
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,4,develop humility about limitations preventing vision from becoming disconnected from reality
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,5,maintain purposeful power without creating dependency where others look to leader not themselves
EA-074,personality_profile_74,MAT 2.13,Visionary Master,The Visionary Master,Inspirational Sovereign,Leading Through Masterful Vision and Inspiring Purpose-Driven Action,6,transform authority from answer-giving into question-asking enabling collective wisdom and ownership
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,1,balance entrepreneurial boldness with humble validation testing assumptions before full commitment
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,2,recognize when operating from authentic vision versus when compensating for insecurity through business achievement
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,3,integrate rapid action with patient cultivation ensuring ventures have foundation for sustainable growth
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,4,develop practices for maintaining personal wellbeing preventing entrepreneurial burnout and depletion
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,5,maintain ethical standards without sacrificing innovation ensuring ventures serve collective flourishing
EA-075,personality_profile_75,STG 2.2.7.3,New Business,The Entrepreneurial Launch,Visionary Business Builder,Launching Vision into Ventures with Lean Innovation,6,transform leadership from solo founding into collaborative team building creating shared ownership and vision
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,1,balance transcendent emotional abundance with grounded human limitations requiring rest and boundaries
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,2,recognize when operating from divine source versus when compensating for personal depletion through spiritual inflation
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,3,integrate infinite emotional capacity with wise discernment about when and how to share abundantly
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,4,develop practices for returning to source preventing spiritual disconnection that leads to depletion
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,5,maintain abundant presence without creating dependency where others lose connection to their own emotional sources
EA-076,personality_profile_76,MAT 2.15,Ambitious Circle,The Abundant Heart,Emotionally Abundant Leader,Leading Through Emotional Renewal and Abundant Presence,6,transform leadership from being others' emotional supply into teaching connection to their own infinite wells
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,1,balance aggressive ideation with disciplined evaluation ensuring bold ideas meet feasibility criteria
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,2,recognize when operating from authentic creativity versus when compensating for inadequacy through novelty
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,3,integrate fast prototyping with patient refinement giving breakthrough concepts time to mature properly
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,4,develop practices for sustainable innovation preventing burnout from perpetual crisis-driven ideation
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,5,maintain intellectual courage without creating artificial problems justifying disruptive solutions
EA-077,personality_profile_77,STG 2.2.8.2,Intellectual Dynamo,The Innovative Crucible,Crisis Innovation Catalyst,Driving Bold Breakthrough Solutions Through Aggressive Ideation Under Pressure,6,transform leadership from solo wild ideation into collaborative innovation building collective creative capacity
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,1,balance disciplined energy management with flexible responsiveness ensuring vitality practices serve rather than constrain
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,2,recognize when operating from authentic sustainability versus when compensating for fear of depletion through over-control
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,3,integrate strategic renewal with courageous expenditure giving authority full expression without reckless burnout
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,4,develop practices for emergency reserves allowing heroic efforts when truly necessary without normalizing depletion
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,5,maintain vital discipline without creating artificial energy scarcity justifying withdrawal from genuine demands
EA-078,personality_profile_78,MAT 2.3,Energy,The Sovereign's Fire,Sustainable Leadership Catalyst,Maintaining Vital Energy and Authority Through Disciplined Renewal Under Sustained Pressure,6,transform leadership from solo sustainability into collective energy stewardship building organizational resilience
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,1,Primary growth area for development
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,2,Secondary development focus
,personality_profile_79,STG 2.2.9.1,Quicken,,Chapter 79 Personality,Chapter 79 Theme,3,Tertiary growth opportunity
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",1,time-box isolation and plan explicit re-entry bridges
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",2,balance safeguarding the core with purposeful circulation
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",3,convert personal custody into shared stewardship and training
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",4,review containers quarterly so they stay alive and adaptive
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",5,"practice boundary communications that are kind, clear, and firm"
EA-080,personality_profile_80,STG 2.13.2,Isolation,Master of Two Worlds — Isolation,The Solitary Steward,"Consolidating mastery through intentional solitude—protecting gains, clarifying purpose, and preparing steady re-entry to the world",6,design rituals that transform endings into clean handoffs
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,1,pair ignition with scaffolding so the spark becomes a steady flame
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,2,practice cycles of reveal → reflect → refine to avoid performative loops
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,3,share stage and signal; design rituals that pass the torch
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,4,"honor incubation windows—radiate when the work is true, not merely loud"
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,5,track energetic cost of visibility and create renewal buffers
EA-081,personality_profile_81,STG 3.1.1.1,Radiance,Opening Image — Radiance,Radiant Initiator,Igniting authentic expression and inspiring others by revealing inner light at the very first step of a new arc.,6,translate inspiration into first commitments within 24 hours
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",1,pair disruption with stabilizing container design and cadence
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",2,"sequence changes—one decisive move, one consolidation"
EA-082,personality_profile_82,STG 3.1.1.2,Disruption,Inciting Incident — Disruption,Disruptive Catalyst,"Shattering false equilibrium to reveal the real problem, force a first decision, and open new lines of action.",3,"communicate the why, the boundary conditions, and the next step"
